wl,n
5.70000,0.00000
5.72000,0.00000
5.74000,0.00000
5.76000,0.00000
5.78000,0.00000
5.80000,0.00000
5.82000,0.00000
5.84000,0.00000
5.86000,0.00000
5.88000,0.00000
5.90000,0.00000
5.92000,0.00000
5.94000,0.00000
5.96000,0.00000
5.98000,0.00000
6.00000,0.00000
6.02000,0.00000
6.04000,0.00000
6.06000,0.00000
6.08000,0.00000
6.10000,0.00000
6.12000,0.00000
6.14000,0.00000
6.16000,0.00000
6.18000,0.00000
6.20000,0.00000
6.22000,0.00000
6.24000,0.00000
6.26000,0.00000
6.28000,0.00000
6.30000,0.00000
6.32000,0.00000
6.34000,0.00000
6.36000,0.00000
6.38000,0.00000
6.40000,0.00000
6.42000,0.00000
6.44000,0.00000
6.46000,0.00000
6.48000,0.00000
6.50000,0.00000
6.52000,0.00000
6.54000,0.00000
6.56000,0.00000
6.58000,0.00000
6.60000,0.00000
6.62000,0.00000
6.64000,0.00000
6.66000,0.00000
6.68000,0.00000
6.70000,0.00000
6.72000,0.00000
6.74000,0.00000
6.76000,0.00000
6.78000,0.00000
6.80000,0.00000
6.82000,0.00000
6.84000,0.00000
6.86000,0.00000
6.88000,0.00000
6.90000,0.00000
6.92000,0.00000
6.94000,0.00000
6.96000,0.00000
6.98000,0.00000
7.00000,0.00000
7.02000,0.00000
7.04000,0.00000
7.06000,0.00000
7.08000,0.00000
7.10000,0.00000
7.12000,0.00000
7.14000,0.00000
7.16000,0.00000
7.18000,0.00000
7.20000,0.00000
7.22000,0.00000
7.24000,0.00000
7.26000,0.00000
7.28000,0.00000
7.30000,0.00000
7.32000,0.00000
7.34000,0.00000
7.36000,0.00000
7.38000,0.00000
7.40000,0.00000
7.42000,0.00000
7.44000,0.00000
7.46000,0.00000
7.48000,0.00000
7.50000,0.00000
7.52000,0.00000
7.54000,0.00000
7.56000,0.00000
7.58000,0.00000
7.60000,0.00000
7.62000,0.00000
7.64000,0.00000
7.66000,0.00000
7.68000,0.00000
7.70000,0.00000
7.72000,0.00000
7.74000,0.00000
7.76000,0.00000
7.78000,0.00000
7.80000,0.00000
7.82000,0.00000
7.84000,0.00000
7.86000,0.00000
7.88000,0.00000
7.90000,0.00000
7.92000,0.00000
7.94000,0.00000
7.96000,0.00000
7.98000,0.00000
8.00000,0.00000
8.02000,0.00000
8.04000,0.00000
8.06000,0.00000
8.08000,0.00000
8.10000,0.00000
8.12000,0.00000
8.14000,0.00000
8.16000,0.00000
8.18000,0.00000
8.20000,0.00000
8.22000,0.00000
8.24000,0.00000
8.26000,0.00000
8.28000,0.00000
8.30000,0.00000
8.32000,0.00000
8.34000,0.00000
8.36000,0.00000
8.38000,0.00000
8.40000,0.00000
8.42000,0.00000
8.44000,0.00000
8.46000,0.00000
8.48000,0.00000
8.50000,0.00000
8.52000,0.00000
8.54000,0.00000
8.56000,0.00000
8.58000,0.00000
8.60000,0.00000
8.62000,0.00000
8.64000,0.00000
8.66000,0.00000
8.68000,0.00000
8.70000,0.00000
8.72000,0.00000
8.74000,0.00000
8.76000,0.00000
8.78000,0.00000
8.80000,0.00000
8.82000,0.00000
8.84000,0.00000
8.86000,0.00000
8.88000,0.00000
8.90000,0.00000
8.92000,0.00000
8.94000,0.00000
8.96000,0.00000
8.98000,0.00000
9.00000,0.00000
9.02000,0.00000
9.04000,0.00000
9.06000,0.00000
9.08000,0.00000
9.10000,0.00000
9.12000,0.00000
9.14000,0.00000
9.16000,0.00000
9.18000,0.00000
9.20000,0.00000
9.22000,0.00000
9.24000,0.00000
9.26000,0.00000
9.28000,0.00000
9.30000,0.00000
9.32000,0.00000
9.34000,0.00000
9.36000,0.00000
9.38000,0.00000
9.40000,0.00000
9.42000,0.00000
9.44000,0.00000
9.46000,0.00000
9.48000,0.00000
9.50000,0.00000
9.52000,0.00000
9.54000,0.00000
9.56000,0.00000
9.58000,0.00000
9.60000,0.00000
9.62000,0.00000
9.64000,0.00000
9.66000,0.00000
9.68000,0.00000
9.70000,0.00000
9.72000,0.00000
9.74000,0.00000
9.76000,0.00000
9.78000,0.00000
9.80000,0.00000
9.82000,0.00000
9.84000,0.00000
9.86000,0.00000
9.88000,0.00000
9.90000,0.00000
9.92000,0.00000
9.94000,0.00000
9.96000,0.00000
9.98000,0.00000
10.0000,0.00000
10.0200,0.00000
10.0400,0.00000
10.0600,0.00000
10.0800,0.00000
10.1000,0.00000
10.1200,0.00000
10.1400,0.00000
10.1600,0.00000
10.1800,0.00000
10.2000,0.00000
10.2200,0.00000
10.2400,0.00000
10.2600,0.00000
10.2800,0.00000
10.3000,0.00000
10.3200,0.00000
10.3400,0.00000
10.3600,0.00000
10.3800,0.00000
10.4000,0.00000
10.4200,0.00000
10.4400,0.00000
10.4600,0.00000
10.4800,0.00000
10.5000,0.00000
10.5200,0.00000
10.5400,0.00000
10.5600,0.00000
10.5800,0.00000
10.6000,0.00000
10.6200,0.00000
10.6400,0.00000
10.6600,0.00000
10.6800,0.00000
10.7000,0.00000
10.7200,0.00000
10.7400,0.00000
10.7600,0.00000
10.7800,0.00000
